path,corrupted,duplicate,near_duplicate,blurry,blur_score,action
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_1364_augmented_image_331.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_361_augmented_image_513.jpg,False,False,True,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_1197_augmented_image_863.jpg,False,False,False,False,246.09353788294564,kept
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_3750_augmented_image_860.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_1990_augmented_image_503.jpg,False,False,False,True,9.209911229632912,flagged
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_4234_IMG_20230811_165329.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_3968_augmented_image_1003.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_1214_augmented_image_335.jpg,False,False,False,False,64.89848231289453,kept
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_3098_augmented_image_970.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_3670_augmented_image_674.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_13_IMG_20230811_173149.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_136_20230812_114954 Background Removed.jpg,False,False,False,True,13.166576772570943,flagged
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_325_IMG_20230814_210246.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_2823_augmented_image_34.jpg,False,False,True,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_5398_IMG_20230923_111534.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_33_augmented_image_133.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_1597_augmented_image_562.jpg,False,False,False,False,38.614404630256544,kept
